Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-tjl7,counterbalance-lxdj,counterbalance-yqqs,counterbalance-jiws,counterbalance-eqty,counterbalance-xsf1,branch-4fbe,branch-ziux,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Response1,Response2,Response3,Response4,image1,training,intro1,intro2,intro3,train_conf1,green_tick,ANSWER1,next,go,cross_mark,train_conf2,train_conf3,train_conf4,train_conf5,didyouknow,definition,sampleimages,question,test,ANSWER2,ANSWER3,ANSWER4,ANSWER5,visualization,SAMguessed,ShowProgressBar,image0,black_arrow,black_arrow2,arrow_beam,black_arrow3,black_arrow4,answer,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,file_name,file_name1,file_name2,file_name3,file_name4,file_name5,file_name6,file_name7,file_name8,file_name9,file_name10,file_name11,file_name12,file_name13,file_name14,file_name15,didyouknow1,didyouknow2,didyouknow3,didyouknow4,didyouknow5,didyouknow6,didyouknow7,didyouknow8,didyouknow9,didyouknow10,didyouknow11,didyouknow12,didyouknow13,didyouknow14,didyouknow15,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,definition13,definition14,definition15,sampleimages1,sampleimages2,sampleimages3,sampleimages4,sampleimages5,sampleimages6,sampleimages7,sampleimages8,sampleimages9,sampleimages10,sampleimages11,sampleimages12,sampleimages13,sampleimages14,sampleimages15,SAMguessed1,SAMguessed2,SAMguessed3,SAMguessed4,SAMguessed5,SAMguessed6,SAMguessed7,SAMguessed8,SAMguessed9,SAMguessed10,SAMguessed11,SAMguessed12,SAMguessed13,SAMguessed14,SAMguessed15,visualization1,visualization2,visualization3,visualization4,visualization5,visualization6,visualization7,visualization8,visualization9,visualization10,visualization11,visualization12,visualization13,visualization14,visualization15,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15
35,1614749642137,03/03/2021 05:34:02,1614749641478,-7,02/03/2021 22:34:01,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,8,4,1,Screen 1,buttonB,response_button_text,2345.769999999902,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **rhodesian ridgeback** before?,"<h3 style=""text-align: center""> <strong>rhodesian ridgeback</strong>: a powerful short-haired African hunting dog having a crest of reversed hair along the spine</h3>",n02087394.jpeg,# Is this **rhodesian ridgeback**?,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,# Sam guessed this is **99% rhodesian ridgeback**,1,,,,,,,,,,,,,,,,,,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1614749645068,03/03/2021 05:34:05,1614749644430,-7,02/03/2021 22:34:04,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,8,4,2,Screen 2,advancementZone,continue_button,2932.0250000000815,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **rhodesian ridgeback** before?,"<h3 style=""text-align: center""> <strong>rhodesian ridgeback</strong>: a powerful short-haired African hunting dog having a crest of reversed hair along the spine</h3>",n02087394.jpeg,# Is this **rhodesian ridgeback**?,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,# Sam guessed this is **99% rhodesian ridgeback**,1,,,,,,,,,,,,,,,,,,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1614749648277,03/03/2021 05:34:08,1614749647601,-7,02/03/2021 22:34:07,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,8,4,3,Screen 3,Zone5,response_button_text,3152.8300000009185,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **rhodesian ridgeback** before?,"<h3 style=""text-align: center""> <strong>rhodesian ridgeback</strong>: a powerful short-haired African hunting dog having a crest of reversed hair along the spine</h3>",n02087394.jpeg,# Is this **rhodesian ridgeback**?,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,# Sam guessed this is **99% rhodesian ridgeback**,1,,,,,,,,,,,,,,,,,,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1614749650214,03/03/2021 05:34:10,1614749649557,-7,02/03/2021 22:34:09,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,9,5,1,Screen 1,buttonB,response_button_text,1926.235000000801,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **walker hound** before?,"<h3 style=""text-align: center""> <strong>walker hound</strong>: an American breed of foxhound</h3>",n02089867.jpeg,# Is this **walker hound**?,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,# Sam guessed this is **59% walker hound**,1,,,,,,,,,,,,,,,,,,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1614749651844,03/03/2021 05:34:11,1614749651193,-7,02/03/2021 22:34:11,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,9,5,2,Screen 2,advancementZone,continue_button,1618.3049999999348,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **walker hound** before?,"<h3 style=""text-align: center""> <strong>walker hound</strong>: an American breed of foxhound</h3>",n02089867.jpeg,# Is this **walker hound**?,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,# Sam guessed this is **59% walker hound**,1,,,,,,,,,,,,,,,,,,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1614749655456,03/03/2021 05:34:15,1614749654808,-7,02/03/2021 22:34:14,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,9,5,3,Screen 3,Zone5,response_button_text,3598.8699999998207,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **walker hound** before?,"<h3 style=""text-align: center""> <strong>walker hound</strong>: an American breed of foxhound</h3>",n02089867.jpeg,# Is this **walker hound**?,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,# Sam guessed this is **59% walker hound**,1,,,,,,,,,,,,,,,,,,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1614749657913,03/03/2021 05:34:17,1614749657250,-7,02/03/2021 22:34:17,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,10,6,1,Screen 1,buttonB,response_button_text,2411.0300000029383,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **toy terrier** before?,"<h3 style=""text-align: center""> <strong>toy terrier</strong>: a small active dog</h3>",n02087046.jpeg,# Is this **toy terrier**?,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,# Sam guessed this is **31% toy terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1614749660007,03/03/2021 05:34:20,1614749659356,-7,02/03/2021 22:34:19,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,10,6,2,Screen 2,advancementZone,continue_button,2091.4599999996135,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **toy terrier** before?,"<h3 style=""text-align: center""> <strong>toy terrier</strong>: a small active dog</h3>",n02087046.jpeg,# Is this **toy terrier**?,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,# Sam guessed this is **31% toy terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1614749662603,03/03/2021 05:34:22,1614749661961,-7,02/03/2021 22:34:21,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,10,6,3,Screen 3,Zone5,response_button_text,2589.575000001816,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **toy terrier** before?,"<h3 style=""text-align: center""> <strong>toy terrier</strong>: a small active dog</h3>",n02087046.jpeg,# Is this **toy terrier**?,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,# Sam guessed this is **31% toy terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1614749665604,03/03/2021 05:34:25,1614749664958,-7,02/03/2021 22:34:24,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,11,7,1,Screen 1,buttonB,response_button_text,2962.6849999986007,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **japanese spaniel** before?,"<h3 style=""text-align: center""> <strong>japanese spaniel</strong>: breed of toy dogs originating in Japan having a silky black-and-white or red-and-white coat</h3>",n02085782.jpeg,# Is this **japanese spaniel**?,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,# Sam guessed this is **100% japanese spaniel**,1,,,,,,,,,,,,,,,,,,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1614749668555,03/03/2021 05:34:28,1614749667899,-7,02/03/2021 22:34:27,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,11,7,2,Screen 2,advancementZone,continue_button,2925.360000001092,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **japanese spaniel** before?,"<h3 style=""text-align: center""> <strong>japanese spaniel</strong>: breed of toy dogs originating in Japan having a silky black-and-white or red-and-white coat</h3>",n02085782.jpeg,# Is this **japanese spaniel**?,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,# Sam guessed this is **100% japanese spaniel**,1,,,,,,,,,,,,,,,,,,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1614749670481,03/03/2021 05:34:30,1614749669849,-7,02/03/2021 22:34:29,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,11,7,3,Screen 3,Zone3,response_button_text,1934.7099999977509,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **japanese spaniel** before?,"<h3 style=""text-align: center""> <strong>japanese spaniel</strong>: breed of toy dogs originating in Japan having a silky black-and-white or red-and-white coat</h3>",n02085782.jpeg,# Is this **japanese spaniel**?,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,# Sam guessed this is **100% japanese spaniel**,1,,,,,,,,,,,,,,,,,,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1614749671985,03/03/2021 05:34:31,1614749671352,-7,02/03/2021 22:34:31,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,12,8,1,Screen 1,buttonB,response_button_text,1472.1449999997276,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **saluki** before?,"<h3 style=""text-align: center""> <strong>saluki</strong>: old breed of tall swift keen-eyed hunting dogs resembling greyhounds</h3>",n02091831.jpeg,# Is this **saluki**?,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,# Sam guessed this is **54% saluki**,1,,,,,,,,,,,,,,,,,,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1614749675172,03/03/2021 05:34:35,1614749674532,-7,02/03/2021 22:34:34,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,12,8,2,Screen 2,advancementZone,continue_button,3164.904999997816,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **saluki** before?,"<h3 style=""text-align: center""> <strong>saluki</strong>: old breed of tall swift keen-eyed hunting dogs resembling greyhounds</h3>",n02091831.jpeg,# Is this **saluki**?,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,# Sam guessed this is **54% saluki**,1,,,,,,,,,,,,,,,,,,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1614749677266,03/03/2021 05:34:37,1614749676605,-7,02/03/2021 22:34:36,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,12,8,3,Screen 3,Zone5,response_button_text,2056.9499999983236,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **saluki** before?,"<h3 style=""text-align: center""> <strong>saluki</strong>: old breed of tall swift keen-eyed hunting dogs resembling greyhounds</h3>",n02091831.jpeg,# Is this **saluki**?,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,# Sam guessed this is **54% saluki**,1,,,,,,,,,,,,,,,,,,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1614749680611,03/03/2021 05:34:40,1614749679961,-7,02/03/2021 22:34:39,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,13,9,1,Screen 1,buttonA,response_button_text,3313.1049999974202,,,Yes,1,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **west Highland white terrier** before?,"<h3 style=""text-align: center""> <strong>west Highland white terrier</strong>: small white long-coated terrier developed in Scotland</h3>",n02098286.jpeg,# Is this **west Highland white terrier**?,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,# Sam guessed this is **27% west Highland white terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1614749684443,03/03/2021 05:34:44,1614749683775,-7,02/03/2021 22:34:43,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,13,9,2,Screen 2,advancementZone,continue_button,3798.3150000000023,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **west Highland white terrier** before?,"<h3 style=""text-align: center""> <strong>west Highland white terrier</strong>: small white long-coated terrier developed in Scotland</h3>",n02098286.jpeg,# Is this **west Highland white terrier**?,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,# Sam guessed this is **27% west Highland white terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1614749687537,03/03/2021 05:34:47,1614749686888,-7,02/03/2021 22:34:46,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,13,9,3,Screen 3,Zone5,response_button_text,3096.6799999987124,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **west Highland white terrier** before?,"<h3 style=""text-align: center""> <strong>west Highland white terrier</strong>: small white long-coated terrier developed in Scotland</h3>",n02098286.jpeg,# Is this **west Highland white terrier**?,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,# Sam guessed this is **27% west Highland white terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1614749688693,03/03/2021 05:34:48,1614749688062,-7,02/03/2021 22:34:48,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,14,10,1,Screen 1,buttonB,response_button_text,1150.6399999998393,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **irish wolfhound** before?,"<h3 style=""text-align: center""> <strong>irish wolfhound</strong>: large breed of hound with a rough thick coat</h3>",n02090721.jpeg,# Is this **irish wolfhound**?,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,# Sam guessed this is **96% irish wolfhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1614749690167,03/03/2021 05:34:50,1614749689526,-7,02/03/2021 22:34:49,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,14,10,2,Screen 2,advancementZone,continue_button,1446.8349999987986,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **irish wolfhound** before?,"<h3 style=""text-align: center""> <strong>irish wolfhound</strong>: large breed of hound with a rough thick coat</h3>",n02090721.jpeg,# Is this **irish wolfhound**?,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,# Sam guessed this is **96% irish wolfhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1614749692938,03/03/2021 05:34:52,1614749692302,-7,02/03/2021 22:34:52,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,Input,14,10,3,Screen 3,Zone5,response_button_text,2760.7650000026915,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **irish wolfhound** before?,"<h3 style=""text-align: center""> <strong>irish wolfhound</strong>: large breed of hound with a rough thick coat</h3>",n02090721.jpeg,# Is this **irish wolfhound**?,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,# Sam guessed this is **96% irish wolfhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1614749693156,03/03/2021 05:34:53,1614749692308,-7,02/03/2021 22:34:52,38788,24,task-w7x5,,10563195,5e11882114ae638303c715d9,3215583,,complete,,603f1f18c439b50b7acee839,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1280x720,1280x536,,Dog_NNs_Val,2,NNs,,,,,8,,Qualified,Input,,,END TASK,,,,,202871,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1614749552557,03/03/2021 05:32:32,1614749552658,-8,02/03/2021 21:32:32,38788,24,task-w7x5,,10563212,5eda94f69f275211dff92234,3215648,,complete,,603f1ef1ab9d37016b88f23a,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1366x768,1366x657,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
